,geo_level,region,state,year,week,age,flu_deaths,pneu_deaths,pneu_flu_deaths,all_deaths
16675,State,,Rhode Island,2013,22,All,,,12.0,168.0
16676,Region,2,,2010,11,All,1.0,369.0,370.0,4127.0
16677,State,,Rhode Island,2014,46,All,,,19.0,174.0
16678,State,,Pennsylvania,2010,33,All,,,132.0,2218.0
16679,State,,New York,2016,11,All,,,152.0,1950.0
16680,State,,Nebraska,2010,7,All,,,28.0,322.0
16681,State,,Maryland,2010,23,All,,,61.0,750.0
16682,State,,District of Columbia,2014,22,All,,,1.0,86.0
16683,State,,New York,2012,10,All,,,191.0,1926.0
16684,Region,3,,2010,24,All,0.0,315.0,315.0,4839.0
16685,Region,7,,2012,18,All,1.0,187.0,188.0,2264.0
16686,State,,South Carolina,2018,16,All,,,54.0,950.0
16687,State,,Nebraska,2012,37,All,,,19.0,291.0
16688,Region,10,,2012,13,All,10.0,153.0,163.0,1990.0
16689,Region,2,,2015,3,All,67.0,484.0,551.0,5120.0
16690,National,,,2011,12,65 years and older,54.0,3547.0,3601.0,36659.0
16691,State,,District of Columbia,2015,28,All,,,2.0,76.0
16692,State,,Nebraska,2016,1,All,,,30.0,309.0
16693,State,,West Virginia,2015,15,All,,,44.0,447.0
16694,State,,Oklahoma,2012,40,All,,,49.0,691.0
16695,Region,8,,2016,46,All,0.0,86.0,86.0,1583.0
16696,State,,Colorado,2016,22,All,,,38.0,659.0
16697,Region,1,,2010,29,All,0.0,173.0,173.0,2098.0
16698,Region,3,,2014,42,All,0.0,315.0,315.0,5265.0
16699,State,,Delaware,2010,39,All,,,4.0,136.0
16700,State,,Oklahoma,2017,4,All,,,84.0,838.0
16701,State,,Kansas,2016,5,All,,,29.0,495.0
16702,State,,Arkansas,2016,35,All,,,43.0,549.0
16703,State,,Florida,2012,13,All,,,181.0,3368.0
16704,National,,,2012,13,65 years and older,44.0,3136.0,3180.0,35436.0
16705,State,,California,2014,45,All,,,336.0,4663.0
16706,State,,Colorado,2011,41,All,,,31.0,664.0
16707,State,,New York City,2013,50,All,,,81.0,1018.0
16708,Region,4,,2013,6,All,26.0,1011.0,1037.0,12100.0
16709,State,,Indiana,2015,6,All,,,117.0,1264.0
16710,State,,California,2011,35,All,,,347.0,4259.0
16711,State,,Massachusetts,2012,2,All,,,104.0,1130.0
16712,State,,New York,2010,51,All,,,161.0,1930.0
16713,State,,Iowa,2011,47,All,,,41.0,556.0
16714,State,,Idaho,2011,38,All,,,8.0,236.0
16715,State,,Florida,2015,27,All,,,184.0,3649.0
16716,State,,Connecticut,2017,51,All,,,49.0,655.0
16717,State,,Kentucky,2017,13,All,,,100.0,971.0
16718,Region,2,,2013,11,All,8.0,381.0,389.0,4406.0
16719,National,,,2016,22,All,17.0,3025.0,3042.0,49712.0
16720,State,,Pennsylvania,2015,42,All,,,109.0,2453.0
16721,State,,Vermont,2012,39,All,,,9.0,115.0
16722,State,,Florida,2011,17,All,,,166.0,3317.0
16723,Region,1,,2015,52,All,2.0,170.0,172.0,2369.0
16724,Region,8,,2017,15,All,8.0,97.0,105.0,1717.0
16725,State,,Alaska,2010,50,All,,,4.0,89.0
16726,Region,2,,2017,47,All,0.0,284.0,284.0,4587.0
16727,State,,Oklahoma,2011,50,All,,,55.0,671.0
16728,Region,4,,2017,19,All,17.0,658.0,675.0,11649.0
16729,Region,10,,2016,9,All,15.0,135.0,150.0,2192.0
16730,State,,Missouri,2017,48,All,,,81.0,1197.0
16731,State,,Idaho,2018,33,All,,,3.0,242.0
16732,Region,1,,2016,32,All,0.0,154.0,154.0,2296.0
16733,State,,Wyoming,2017,27,All,,,7.0,87.0
16734,State,,Minnesota,2013,45,All,,,42.0,788.0
16735,State,,Tennessee,2014,15,All,,,86.0,1228.0
16736,State,,Oregon,2015,12,All,,,42.0,710.0
16737,State,,Minnesota,2017,5,All,,,82.0,897.0
16738,State,,Connecticut,2010,39,All,,,41.0,486.0
16739,State,,Vermont,2010,32,All,,,5.0,74.0
16740,State,,Missouri,2017,5,All,,,99.0,1287.0
16741,Region,6,,2014,43,All,1.0,373.0,374.0,5927.0
16742,State,,Ohio,2011,19,All,,,186.0,2039.0
16743,State,,Mississippi,2012,47,All,,,38.0,588.0
16744,State,,Pennsylvania,2010,35,All,,,121.0,2172.0
16745,State,,Montana,2012,28,All,,,3.0,161.0
16746,State,,Wisconsin,2017,42,All,,,47.0,1019.0
16747,State,,Connecticut,2010,29,All,,,40.0,510.0
16748,State,,South Carolina,2013,24,All,,,60.0,817.0
16749,State,,Oregon,2013,45,All,,,29.0,661.0
16750,State,,New York,2017,12,All,,,191.0,2108.0
16751,State,,Texas,2012,26,All,,,228.0,3356.0
16752,State,,Louisiana,2010,25,All,,,39.0,677.0
16753,State,,New Hampshire,2014,47,All,,,13.0,233.0
16754,State,,Alabama,2014,47,All,,,61.0,986.0
16755,State,,Alabama,2010,25,All,,,53.0,870.0
16756,State,,Wyoming,2018,5,All,,,8.0,112.0
16757,State,,Vermont,2012,21,All,,,11.0,108.0
16758,State,,Ohio,2010,34,All,,,123.0,1916.0
16759,State,,South Carolina,2017,49,All,,,69.0,971.0
16760,State,,West Virginia,2014,24,All,,,40.0,425.0
16761,Region,1,,2010,50,All,0.0,206.0,206.0,2491.0
16762,State,,California,2015,42,All,,,324.0,4565.0
16763,State,,Ohio,2013,15,All,,,176.0,2204.0
16764,State,,Louisiana,2015,5,All,,,71.0,896.0
16765,State,,Idaho,2011,39,All,,,14.0,214.0
16766,State,,South Carolina,2014,5,All,,,87.0,905.0
16767,State,,Montana,2012,25,All,,,12.0,152.0
16768,State,,West Virginia,2010,12,All,,,39.0,412.0
16769,State,,Kansas,2014,10,All,,,49.0,512.0
16770,State,,Arkansas,2018,29,All,,,34.0,597.0
16771,State,,Washington,2012,10,All,,,103.0,1010.0
16772,State,,Vermont,2016,36,All,,,4.0,97.0
16773,Region,3,,2014,41,All,1.0,308.0,309.0,5245.0
16774,State,,Louisiana,2015,19,All,,,33.0,796.0
16775,National,,,2014,16,18-64 years,17.0,654.0,671.0,12517.0
16776,State,,Massachusetts,2013,32,All,,,60.0,946.0
16777,National,,,2015,12,0-17 years,2.0,19.0,21.0,712.0
16778,State,,New Hampshire,2013,31,All,,,16.0,185.0
16779,State,,Maryland,2015,18,All,,,47.0,917.0
16780,State,,South Dakota,2012,40,All,,,12.0,138.0
16781,Region,6,,2015,34,All,0.0,353.0,353.0,5821.0
16782,State,,Montana,2012,6,All,,,14.0,177.0
16783,State,,West Virginia,2017,3,All,,,34.0,511.0
16784,State,,Michigan,2015,12,All,,,137.0,1909.0
16785,State,,Michigan,2013,5,All,,,177.0,1971.0
16786,State,,Minnesota,2015,24,All,,,50.0,782.0
16787,State,,Rhode Island,2015,8,All,,,22.0,237.0
16788,State,,Colorado,2015,25,All,,,35.0,686.0
16789,State,,South Carolina,2014,28,All,,,62.0,800.0
16790,State,,Utah,2012,50,All,,,19.0,284.0
16791,State,,Illinois,2012,2,All,,,157.0,2106.0
16792,State,,Kentucky,2014,44,All,,,54.0,808.0
16793,State,,Florida,2016,11,All,,,273.0,4024.0
16794,National,,,2012,49,All,64.0,3940.0,4004.0,51801.0
16795,Region,10,,2011,39,All,0.0,108.0,108.0,1775.0
16796,State,,Rhode Island,2017,41,All,,,15.0,174.0
16797,State,,Rhode Island,2014,16,All,,,15.0,177.0
16798,State,,Oklahoma,2014,49,All,,,46.0,735.0
16799,State,,Arkansas,2017,8,All,,,62.0,674.0
16800,State,,Iowa,2010,37,All,,,43.0,545.0
16801,State,,Louisiana,2011,16,All,,,49.0,785.0
16802,State,,Oregon,2017,33,All,,,25.0,642.0
16803,State,,Nebraska,2011,2,All,,,25.0,310.0
16804,State,,Arizona,2017,43,All,,,67.0,1031.0
16805,State,,Maine,2010,52,All,,,29.0,254.0
16806,State,,Maine,2010,31,All,,,14.0,225.0
16807,State,,New York,2017,5,All,,,206.0,2081.0
16808,State,,New York City,2016,28,All,,,85.0,962.0
16809,Region,1,,2017,36,All,0.0,138.0,138.0,2410.0
16810,State,,Kentucky,2014,14,All,,,73.0,845.0
16811,State,,Mississippi,2010,5,All,,,34.0,578.0
16812,State,,California,2015,36,All,,,326.0,4803.0
16813,State,,Vermont,2015,15,All,,,18.0,139.0
16814,State,,Mississippi,2014,1,All,,,63.0,650.0
16815,Region,8,,2012,43,All,0.0,94.0,94.0,1453.0
16816,State,,Alaska,2015,9,All,,,3.0,77.0
16817,National,,,2010,2,0-17 years,4.0,31.0,35.0,803.0
16818,Region,6,,2011,16,All,2.0,435.0,437.0,5638.0
16819,National,,,2011,35,0-17 years,0.0,20.0,20.0,760.0
16820,State,,North Carolina,2016,24,All,,,101.0,1614.0
16821,State,,Nebraska,2017,3,All,,,44.0,374.0
16822,State,,Tennessee,2015,51,All,,,91.0,1285.0
16823,Region,1,,2012,46,All,0.0,186.0,186.0,2274.0
16824,State,,Michigan,2013,42,All,,,112.0,1705.0
16825,State,,Illinois,2010,31,All,,,126.0,1864.0
16826,State,,Alabama,2011,27,All,,,45.0,881.0
16827,State,,New York,2010,16,All,,,119.0,1710.0
16829,State,,Florida,2014,35,All,,,158.0,3369.0
16830,State,,Delaware,2015,38,All,,,9.0,165.0
16831,State,,Maryland,2013,46,All,,,61.0,856.0
16832,State,,Virginia,2011,13,All,,,88.0,1134.0
16833,State,,Alaska,2011,10,All,,,4.0,83.0
16834,State,,North Dakota,2016,10,All,,,13.0,133.0
16835,State,,Illinois,2015,19,All,,,130.0,1943.0
16836,State,,New York,2016,40,All,,,135.0,1874.0
16837,State,,Connecticut,2011,44,All,,,46.0,642.0
16838,State,,New York City,2012,34,All,,,91.0,956.0
16839,State,,Washington,2014,7,All,,,87.0,1078.0
16841,State,,Nebraska,2010,25,All,,,25.0,273.0
16842,State,,Alaska,2015,26,All,,,2.0,77.0
16843,State,,Nebraska,2012,13,All,,,16.0,317.0
16844,State,,Colorado,2017,21,All,,,39.0,723.0
16845,State,,Montana,2011,41,All,,,11.0,151.0
16846,State,,Delaware,2014,43,All,,,9.0,159.0
16847,State,,New York,2017,39,All,,,103.0,1805.0
16848,State,,Idaho,2017,22,All,,,16.0,261.0
16850,State,,Florida,2010,7,All,,,174.0,3555.0
16851,State,,Missouri,2011,50,All,,,86.0,1029.0
16852,State,,Florida,2015,31,All,,,198.0,3576.0
16853,State,,Oregon,2017,21,All,,,39.0,666.0
16854,State,,Colorado,2018,7,All,,,71.0,806.0
16855,State,,Hawaii,2013,14,All,,,16.0,184.0
16856,State,,District of Columbia,2011,25,All,,,6.0,86.0
16857,State,,Minnesota,2015,18,All,,,41.0,827.0
16858,State,,California,2016,26,All,,,333.0,4852.0
16859,State,,New Jersey,2010,19,All,,,68.0,1316.0
16860,State,,Michigan,2011,8,All,,,156.0,1850.0
16861,State,,Ohio,2010,10,All,,,206.0,2274.0
16863,National,,,2012,38,All,1.0,3120.0,3121.0,46413.0
16864,State,,South Carolina,2011,16,All,,,57.0,765.0
16865,Region,2,,2014,48,All,0.0,279.0,279.0,4279.0
16866,State,,Illinois,2014,19,All,,,142.0,1943.0
16867,Region,6,,2011,3,All,12.0,602.0,614.0,6149.0
16868,State,,Ohio,2014,3,All,,,208.0,2328.0
16869,State,,Tennessee,2017,48,All,,,95.0,1376.0
16870,State,,Missouri,2013,42,All,,,71.0,1065.0
16871,Region,3,,2015,42,All,0.0,280.0,280.0,5266.0
16872,State,,Maryland,2015,10,All,,,79.0,963.0
16873,State,,Wisconsin,2012,14,All,,,74.0,952.0
16875,National,,,2010,26,All,4.0,3141.0,3145.0,44629.0
16876,State,,Hawaii,2014,5,All,,,26.0,205.0
16877,State,,New Hampshire,2015,10,All,,,11.0,236.0
16878,State,,Nevada,2010,16,All,,,19.0,355.0
16879,Region,7,,2011,22,All,0.0,179.0,179.0,2261.0
16880,State,,South Carolina,2015,6,All,,,75.0,989.0
16881,State,,Ohio,2015,45,All,,,137.0,2247.0
16882,State,,Massachusetts,2015,46,All,,,106.0,1093.0
16884,Region,6,,2015,52,All,4.0,486.0,490.0,6227.0
16885,State,,Oklahoma,2013,36,All,,,58.0,740.0
16886,National,,,2016,5,18-64 years,26.0,719.0,745.0,13734.0
16887,National,,,2010,51,18-64 years,8.0,642.0,650.0,12441.0
16888,State,,New York,2010,48,All,,,145.0,1818.0
16889,National,,,2014,16,All,55.0,3595.0,3650.0,49929.0
16890,State,,Minnesota,2012,41,All,,,45.0,769.0
16891,State,,Georgia,2015,48,All,,,85.0,1583.0
16892,State,,Minnesota,2015,34,All,,,35.0,832.0
16893,Region,1,,2014,44,All,0.0,180.0,180.0,2380.0
16894,State,,Hawaii,2013,12,All,,,21.0,218.0
16895,Region,5,,2013,37,All,1.0,526.0,527.0,8116.0
16896,State,,Wisconsin,2012,48,All,,,70.0,933.0
16897,State,,Minnesota,2014,11,All,,,55.0,846.0
16898,State,,Virginia,2013,10,All,,,88.0,1236.0
16899,State,,Michigan,2016,13,All,,,137.0,1809.0
16900,State,,Maine,2011,16,All,,,26.0,273.0
16901,Region,3,,2011,11,All,23.0,467.0,490.0,5555.0
16902,State,,Tennessee,2012,24,All,,,88.0,1117.0
16903,State,,New Jersey,2015,15,All,,,97.0,1421.0
16904,State,,Montana,2011,48,All,,,10.0,159.0
16905,State,,Alaska,2016,23,All,,,1.0,85.0
16906,Region,10,,2014,3,All,19.0,167.0,186.0,2017.0
16908,National,,,2011,37,65 years and older,1.0,2518.0,2519.0,32530.0
16909,State,,Maine,2014,22,All,,,15.0,264.0
16910,State,,Washington,2016,3,All,,,74.0,1156.0
16911,State,,West Virginia,2014,42,All,,,35.0,416.0
16912,State,,Nebraska,2017,43,All,,,30.0,320.0
16913,State,,Washington,2011,31,All,,,55.0,895.0
16914,State,,Maine,2014,25,All,,,16.0,244.0
16915,State,,Massachusetts,2012,14,All,,,74.0,1001.0
16916,Region,9,,2017,36,All,2.0,395.0,397.0,6656.0
16917,Region,2,,2014,2,All,7.0,410.0,417.0,4746.0
16918,Region,7,,2017,43,All,2.0,188.0,190.0,2559.0
16919,State,,New Hampshire,2011,37,All,,,14.0,189.0
16920,State,,South Carolina,2010,47,All,,,72.0,817.0
16921,State,,Virginia,2014,45,All,,,70.0,1260.0
16922,State,,Maine,2012,52,All,,,44.0,301.0
16923,State,,Ohio,2017,12,All,,,186.0,2621.0
16925,State,,Alaska,2016,22,All,,,5.0,106.0
16926,State,,Michigan,2017,1,All,,,135.0,2131.0
16927,State,,Alaska,2011,43,All,,,4.0,50.0
16928,State,,Illinois,2014,16,All,,,129.0,1917.0
16929,State,,North Dakota,2010,23,All,,,8.0,104.0
16930,State,,Mississippi,2011,50,All,,,44.0,619.0
16931,State,,Mississippi,2013,14,All,,,48.0,585.0
16932,State,,New Mexico,2017,47,All,,,24.0,325.0
16933,Region,4,,2010,23,All,3.0,718.0,721.0,10128.0
16934,Region,8,,2016,42,All,0.0,97.0,97.0,1599.0
16935,State,,Tennessee,2015,8,All,,,143.0,1482.0
16936,State,,Idaho,2014,33,All,,,10.0,239.0
16937,State,,Missouri,2010,9,All,,,114.0,1111.0
16938,State,,Missouri,2014,19,All,,,71.0,1155.0
16939,State,,Arkansas,2015,36,All,,,36.0,600.0
16940,State,,Colorado,2010,52,All,,,50.0,648.0
16941,State,,New York,2011,41,All,,,141.0,1743.0
16942,State,,Wisconsin,2013,21,All,,,61.0,906.0
16943,Region,8,,2015,8,All,12.0,127.0,139.0,1661.0
16944,State,,Montana,2011,34,All,,,9.0,154.0
16945,National,,,2011,26,0-17 years,1.0,12.0,13.0,757.0
16946,State,,Nebraska,2016,10,All,,,37.0,311.0
16947,State,,Connecticut,2016,40,All,,,36.0,613.0
16948,Region,6,,2010,28,All,0.0,353.0,353.0,5368.0
16949,State,,Oklahoma,2015,36,All,,,34.0,670.0
16950,State,,West Virginia,2015,6,All,,,43.0,490.0
16951,State,,Ohio,2011,25,All,,,166.0,1942.0
16952,State,,Hawaii,2011,24,All,,,11.0,178.0
16953,National,,,2014,42,18-64 years,6.0,542.0,548.0,12476.0
16954,State,,Kansas,2015,14,All,,,48.0,537.0
16955,State,,Virginia,2010,51,All,,,99.0,1224.0
16956,State,,New York City,2011,23,All,,,106.0,949.0
16957,State,,Wyoming,2012,23,All,,,5.0,88.0
16958,State,,New York,2015,48,All,,,135.0,1876.0
16959,State,,Kansas,2010,51,All,,,40.0,487.0
16960,State,,South Dakota,2015,31,All,,,9.0,123.0
16961,State,,Alabama,2017,29,All,,,54.0,975.0
16962,State,,Michigan,2013,25,All,,,94.0,1656.0
16963,State,,Georgia,2013,48,All,,,83.0,1528.0
16964,Region,6,,2010,40,All,1.0,342.0,343.0,5405.0
16965,State,,Minnesota,2014,42,All,,,47.0,855.0
16966,State,,Utah,2013,47,All,,,19.0,315.0
16967,Region,10,,2016,51,All,20.0,135.0,155.0,2334.0
16968,State,,Wisconsin,2014,10,All,,,70.0,965.0
16969,State,,Louisiana,2012,17,All,,,49.0,771.0
16970,State,,New York,2014,28,All,,,124.0,1715.0
16972,State,,District of Columbia,2011,43,All,,,9.0,95.0
16973,State,,Maine,2015,45,All,,,15.0,273.0
16974,State,,Connecticut,2011,46,All,,,50.0,537.0
16975,Region,9,,2017,33,All,3.0,379.0,382.0,6203.0
16976,State,,Kentucky,2011,45,All,,,56.0,831.0
16977,State,,Wyoming,2013,42,All,,,1.0,59.0
16978,Region,9,,2015,48,All,3.0,538.0,541.0,6896.0
16980,State,,Pennsylvania,2013,40,All,,,176.0,2402.0
16981,State,,Arizona,2013,33,All,,,56.0,902.0
16982,Region,2,,2012,23,All,2.0,319.0,321.0,3935.0
16983,State,,South Dakota,2012,11,All,,,27.0,153.0
16984,State,,Georgia,2012,10,All,,,79.0,1359.0
16985,State,,Mississippi,2012,14,All,,,32.0,565.0
16986,State,,Montana,2010,9,All,,,13.0,194.0
16987,National,,,2014,45,All,11.0,3208.0,3219.0,51049.0
16988,Region,1,,2015,4,All,50.0,281.0,331.0,3043.0
16989,State,,Arizona,2012,28,All,,,51.0,946.0
16990,Region,10,,2013,24,All,0.0,100.0,100.0,1827.0
16991,State,,Rhode Island,2018,27,All,,,18.0,191.0
16992,State,,New Hampshire,2013,24,All,,,17.0,207.0
16993,State,,Kansas,2013,33,All,,,32.0,394.0
16994,State,,Kentucky,2015,47,All,,,69.0,899.0
16995,National,,,2012,12,65 years and older,43.0,3373.0,3416.0,36424.0
16996,State,,Idaho,2012,10,All,,,23.0,272.0
16997,State,,South Dakota,2011,13,All,,,10.0,139.0
16998,State,,Idaho,2011,6,All,,,15.0,247.0
16999,Region,10,,2011,24,All,0.0,137.0,137.0,1728.0
17000,State,,New York City,2014,48,All,,,71.0,992.0
17001,State,,Indiana,2017,3,All,,,99.0,1402.0
17002,State,,New Hampshire,2014,52,All,,,9.0,201.0
17003,State,,District of Columbia,2013,30,All,,,4.0,84.0
17004,Region,6,,2016,40,All,2.0,374.0,376.0,6123.0
17005,State,,Washington,2013,35,All,,,53.0,867.0
17006,Region,3,,2012,20,All,2.0,332.0,334.0,4940.0
17008,State,,South Dakota,2010,50,All,,,18.0,148.0
17009,State,,New Mexico,2015,26,All,,,23.0,318.0
17010,State,,Montana,2012,2,All,,,15.0,165.0
17011,State,,Wyoming,2011,2,All,,,4.0,81.0
17012,State,,New Hampshire,2014,30,All,,,11.0,197.0
17013,State,,Alaska,2015,14,All,,,0.0,75.0
17014,State,,District of Columbia,2011,22,All,,,9.0,97.0
17015,State,,California,2016,50,All,,,450.0,5333.0
17016,Region,4,,2015,15,All,6.0,783.0,789.0,11307.0
17017,State,,Vermont,2012,46,All,,,12.0,101.0
17018,State,,Missouri,2015,48,All,,,63.0,1111.0
17019,Region,7,,2014,1,All,23.0,215.0,238.0,2668.0
17020,State,,Connecticut,2010,41,All,,,48.0,530.0
17021,State,,Nebraska,2013,13,All,,,19.0,299.0
17022,State,,North Dakota,2012,32,All,,,9.0,127.0
17023,State,,Delaware,2017,47,All,,,10.0,203.0
17024,State,,Washington,2010,17,All,,,66.0,939.0
17025,State,,Wyoming,2012,17,All,,,7.0,80.0
17026,State,,Mississippi,2016,51,All,,,48.0,653.0
17027,State,,New Hampshire,2010,5,All,,,10.0,181.0
17028,State,,Connecticut,2012,17,All,,,28.0,553.0
17029,State,,Vermont,2013,44,All,,,9.0,110.0
17030,State,,Washington,2012,28,All,,,58.0,970.0
17031,Region,9,,2017,41,All,3.0,395.0,398.0,6595.0
17032,State,,North Dakota,2013,3,All,,,19.0,134.0
17033,State,,North Dakota,2017,30,All,,,7.0,103.0
17034,Region,9,,2015,47,All,2.0,541.0,543.0,6752.0
17035,State,,Alaska,2014,26,All,,,8.0,97.0
17036,State,,Arkansas,2017,47,All,,,45.0,620.0
17037,State,,Montana,2017,51,All,,,12.0,198.0
17038,State,,Arkansas,2015,4,All,,,63.0,684.0
17039,State,,New Jersey,2011,37,All,,,69.0,1253.0
17040,State,,Alaska,2017,8,All,,,8.0,79.0
17041,State,,Arizona,2011,6,All,,,75.0,982.0
17042,State,,North Dakota,2014,18,All,,,14.0,132.0
17043,State,,Alaska,2017,15,All,,,10.0,97.0
17044,State,,Rhode Island,2010,21,All,,,14.0,177.0
17045,National,,,2012,52,All,232.0,4705.0,4937.0,54934.0
17046,State,,New Mexico,2015,5,All,,,32.0,367.0
17047,State,,West Virginia,2013,44,All,,,37.0,396.0
17048,Region,8,,2013,29,All,1.0,78.0,79.0,1319.0
17049,State,,North Carolina,2011,13,All,,,141.0,1470.0
17050,State,,Washington,2013,36,All,,,50.0,958.0
17051,State,,Pennsylvania,2013,1,All,,,301.0,3049.0
17052,State,,West Virginia,2014,26,All,,,34.0,433.0
17053,State,,New York,2014,41,All,,,123.0,1854.0
17054,State,,Maine,2012,15,All,,,21.0,262.0
17055,State,,North Dakota,2014,26,All,,,7.0,96.0
17056,State,,West Virginia,2015,41,All,,,26.0,427.0
17057,State,,Delaware,2017,34,All,,,10.0,173.0
17058,State,,Maryland,2013,34,All,,,57.0,795.0
17059,State,,South Dakota,2017,31,All,,,8.0,128.0
17060,State,,South Dakota,2018,5,All,,,19.0,147.0
17061,State,,Oklahoma,2017,31,All,,,54.0,717.0
17062,Region,6,,2015,46,All,4.0,436.0,440.0,6191.0
17063,National,,,2017,31,65 years and older,2.0,2188.0,2190.0,36201.0
17064,Region,2,,2011,5,All,14.0,470.0,484.0,4600.0
17065,State,,South Carolina,2015,24,All,,,55.0,874.0
17066,State,,Washington,2017,48,All,,,65.0,1136.0
17067,State,,Mississippi,2013,35,All,,,27.0,611.0
17068,State,,Alabama,2014,12,All,,,61.0,964.0
17069,Region,7,,2010,4,All,5.0,186.0,191.0,2357.0
17070,State,,Massachusetts,2013,4,All,,,163.0,1279.0
17071,State,,Vermont,2011,25,All,,,8.0,90.0
17072,State,,Wyoming,2013,52,All,,,8.0,113.0
17073,Region,1,,2017,18,All,8.0,190.0,198.0,2526.0
17074,State,,Missouri,2010,41,All,,,70.0,1037.0
17075,State,,South Carolina,2012,16,All,,,49.0,809.0
17076,National,,,2013,37,18-64 years,6.0,536.0,542.0,12089.0
17077,State,,Louisiana,2015,49,All,,,49.0,859.0
17078,State,,Arizona,2014,7,All,,,107.0,1032.0
17079,State,,Massachusetts,2013,7,All,,,130.0,1262.0
17080,State,,Illinois,2016,15,All,,,155.0,2069.0
17081,State,,Illinois,2010,14,All,,,173.0,1900.0
17082,Region,7,,2011,51,All,0.0,197.0,197.0,2485.0
17083,State,,Montana,2011,12,All,,,22.0,182.0
17085,Region,1,,2017,3,All,17.0,224.0,241.0,2801.0
17086,State,,Oklahoma,2013,21,All,,,46.0,698.0
17087,State,,North Dakota,2016,18,All,,,12.0,128.0
17088,State,,New Jersey,2013,11,All,,,108.0,1438.0
17089,National,,,2014,29,All,7.0,2944.0,2951.0,47244.0
17090,State,,Michigan,2010,37,All,,,114.0,1641.0
17091,State,,North Carolina,2015,9,All,,,200.0,1965.0
17092,State,,Maryland,2011,45,All,,,67.0,852.0
17093,State,,Michigan,2013,4,All,,,190.0,2063.0
17094,State,,Rhode Island,2015,13,All,,,21.0,225.0
17095,State,,Minnesota,2010,49,All,,,54.0,762.0
17096,State,,Washington,2015,45,All,,,76.0,1058.0
17097,State,,Delaware,2015,14,All,,,9.0,168.0
17098,Region,1,,2013,45,All,0.0,170.0,170.0,2349.0
17099,State,,Texas,2012,8,All,,,287.0,3432.0
17100,State,,Vermont,2015,28,All,,,8.0,98.0
17101,State,,Maryland,2012,1,All,,,78.0,768.0
17102,State,,Michigan,2015,13,All,,,159.0,1937.0
17103,State,,Massachusetts,2011,35,All,,,78.0,965.0
17104,Region,1,,2012,52,All,25.0,278.0,303.0,2766.0
17105,State,,Virginia,2010,48,All,,,97.0,1223.0
17106,National,,,2017,49,18-64 years,25.0,671.0,696.0,13704.0
17107,State,,Montana,2014,45,All,,,4.0,184.0
17108,National,,,2015,25,0-17 years,0.0,12.0,12.0,757.0
17109,Region,3,,2015,27,All,0.0,310.0,310.0,5044.0
17110,State,,South Dakota,2015,35,All,,,15.0,144.0
17111,State,,Nebraska,2018,10,All,,,46.0,350.0
17112,State,,Vermont,2016,44,All,,,3.0,114.0
17113,State,,New York,2014,29,All,,,121.0,1753.0
17114,State,,Minnesota,2011,25,All,,,52.0,669.0
17115,State,,Wyoming,2012,29,All,,,5.0,76.0
17116,State,,District of Columbia,2011,12,All,,,14.0,103.0
17117,State,,Louisiana,2013,50,All,,,60.0,813.0
17118,State,,New Mexico,2012,51,All,,,37.0,323.0
17119,State,,Georgia,2010,15,All,,,98.0,1377.0
17120,State,,Oklahoma,2012,17,All,,,58.0,698.0
17121,State,,Wisconsin,2016,44,All,,,48.0,941.0
17122,State,,Maine,2017,45,All,,,15.0,280.0
17123,State,,Oregon,2017,5,All,,,74.0,819.0
17124,State,,South Carolina,2011,31,All,,,44.0,783.0
17125,State,,Maryland,2012,3,All,,,69.0,864.0
17126,State,,Vermont,2016,23,All,,,7.0,116.0
17127,National,,,2017,12,65 years and older,264.0,3355.0,3619.0,42525.0
17128,State,,Ohio,2015,32,All,,,138.0,2148.0
17129,State,,New Mexico,2011,8,All,,,47.0,352.0
17130,State,,Oklahoma,2016,36,All,,,56.0,750.0
17131,State,,Alaska,2012,29,All,,,3.0,61.0
17132,State,,District of Columbia,2010,21,All,,,4.0,78.0
17133,State,,Alabama,2012,42,All,,,61.0,1016.0
17134,Region,1,,2016,25,All,0.0,140.0,140.0,2337.0
17135,State,,Texas,2013,24,All,,,221.0,3326.0
17136,National,,,2010,11,All,29.0,4236.0,4265.0,49270.0
17137,State,,Connecticut,2014,14,All,,,73.0,600.0
17138,State,,Georgia,2013,20,All,,,81.0,1342.0
17139,Region,10,,2015,5,All,34.0,170.0,204.0,2293.0
17140,State,,Indiana,2011,20,All,,,81.0,1063.0
17141,State,,Iowa,2015,24,All,,,37.0,526.0
17142,State,,Alabama,2013,35,All,,,57.0,916.0
17143,State,,Pennsylvania,2014,32,All,,,117.0,2331.0
17144,State,,Alaska,2010,19,All,,,6.0,73.0
17145,State,,Delaware,2011,12,All,,,15.0,164.0
17146,State,,Wyoming,2016,27,All,,,3.0,87.0
17147,State,,Texas,2017,52,All,,,404.0,4349.0
17148,State,,New Jersey,2016,26,All,,,69.0,1323.0
17149,State,,South Carolina,2012,2,All,,,81.0,878.0
17150,State,,Vermont,2018,7,All,,,17.0,118.0
17151,State,,South Dakota,2017,23,All,,,13.0,156.0
17152,State,,Louisiana,2012,34,All,,,46.0,821.0
17154,State,,Indiana,2017,9,All,,,135.0,1398.0
17155,State,,Alaska,2018,4,All,,,5.0,83.0
17156,State,,Kansas,2012,29,All,,,45.0,488.0
17157,State,,North Dakota,2011,21,All,,,3.0,100.0
