,geo_level,region,state,year,week,age,flu_deaths,pneu_deaths,pneu_flu_deaths,all_deaths
5289,State,,Utah,2014,31,All,,,16.0,310.0
5290,State,,Idaho,2017,18,All,,,20.0,275.0
5291,State,,Oklahoma,2016,6,All,,,76.0,799.0
5292,Region,3,,2012,3,All,0.0,407.0,407.0,5282.0
5293,State,,Maine,2017,29,All,,,10.0,263.0
5294,State,,Rhode Island,2017,19,All,,,9.0,191.0
5295,State,,South Carolina,2011,45,All,,,50.0,839.0
5296,Region,3,,2014,27,All,1.0,307.0,308.0,4921.0
5297,State,,Georgia,2015,4,All,,,128.0,1653.0
5298,State,,California,2015,49,All,,,426.0,5271.0
5299,State,,Indiana,2014,43,All,,,63.0,1087.0
5300,State,,Tennessee,2012,12,All,,,82.0,1203.0
5301,State,,South Carolina,2012,48,All,,,59.0,866.0
5302,State,,Connecticut,2014,41,All,,,39.0,531.0
5303,National,,,2015,44,All,20.0,3355.0,3375.0,51174.0
5304,State,,Nevada,2013,49,All,,,39.0,382.0
5305,State,,Oklahoma,2012,52,All,,,67.0,788.0
5306,State,,Louisiana,2010,7,All,,,65.0,883.0
5307,State,,Ohio,2016,48,All,,,142.0,2397.0
5308,State,,Mississippi,2010,22,All,,,37.0,550.0
5309,State,,Kansas,2017,46,All,,,32.0,497.0
5310,State,,Idaho,2015,20,All,,,9.0,250.0
5311,State,,Tennessee,2013,19,All,,,88.0,1132.0
5312,State,,New York City,2011,26,All,,,99.0,942.0
5313,State,,Colorado,2010,28,All,,,33.0,575.0
5314,State,,Massachusetts,2015,20,All,,,83.0,1026.0
5315,State,,Massachusetts,2016,7,All,,,96.0,1136.0
5316,State,,Vermont,2010,11,All,,,8.0,98.0
5317,National,,,2016,27,65 years and older,6.0,2355.0,2361.0,35587.0
5318,Region,3,,2017,40,All,2.0,277.0,279.0,5350.0
5319,State,,Oklahoma,2018,6,All,,,116.0,883.0
5320,State,,California,2014,11,All,,,474.0,4858.0
5321,Region,4,,2011,8,All,41.0,973.0,1014.0,11295.0
5322,State,,New York,2010,42,All,,,156.0,1897.0
5323,State,,Colorado,2015,14,All,,,52.0,732.0
5324,National,,,2013,6,All,268.0,5020.0,5288.0,55688.0
5325,State,,North Carolina,2013,33,All,,,99.0,1490.0
5326,State,,Rhode Island,2017,38,All,,,15.0,195.0
5327,State,,South Dakota,2016,12,All,,,20.0,195.0
5328,Region,6,,2014,19,All,2.0,450.0,452.0,5999.0
5329,National,,,2015,24,65 years and older,3.0,2538.0,2541.0,35329.0
5330,Region,6,,2017,17,All,6.0,441.0,447.0,6409.0
5331,Region,10,,2014,10,All,2.0,139.0,141.0,2080.0
5332,State,,Ohio,2012,9,All,,,163.0,2227.0
5333,State,,Delaware,2017,5,All,,,20.0,185.0
5334,State,,Alaska,2015,51,All,,,4.0,84.0
5335,Region,5,,2014,53,All,313.0,939.0,1252.0,11010.0
5336,State,,Colorado,2010,3,All,,,57.0,690.0
5337,State,,Rhode Island,2011,38,All,,,13.0,172.0
5338,State,,Pennsylvania,2017,20,All,,,138.0,2528.0
5339,State,,Wisconsin,2016,34,All,,,37.0,892.0
5340,National,,,2012,3,0-17 years,2.0,18.0,20.0,669.0
5341,State,,Connecticut,2013,13,All,,,37.0,544.0
5342,State,,New Jersey,2012,13,All,,,90.0,1321.0
5343,State,,West Virginia,2014,18,All,,,38.0,409.0
5344,State,,Illinois,2017,25,All,,,121.0,1935.0
5345,State,,South Dakota,2014,32,All,,,11.0,125.0
5346,National,,,2014,15,65 years and older,50.0,3071.0,3121.0,37317.0
5347,State,,Vermont,2018,13,All,,,5.0,85.0
5348,State,,Virginia,2017,41,All,,,62.0,1229.0
5349,State,,Idaho,2011,47,All,,,21.0,230.0
5350,State,,Mississippi,2010,24,All,,,27.0,532.0
5351,State,,Iowa,2012,26,All,,,20.0,496.0
5352,State,,District of Columbia,2012,25,All,,,3.0,87.0
5353,State,,New Hampshire,2016,50,All,,,21.0,241.0
5354,State,,Michigan,2016,2,All,,,116.0,1999.0
5355,State,,Alabama,2010,46,All,,,64.0,896.0
5356,State,,Wisconsin,2016,25,All,,,41.0,888.0
5357,State,,Colorado,2010,21,All,,,38.0,598.0
5358,State,,Alabama,2014,26,All,,,60.0,866.0
5359,State,,Wyoming,2012,52,All,,,12.0,107.0
5360,Region,9,,2015,39,All,0.0,416.0,416.0,6110.0
5361,Region,9,,2010,33,All,2.0,450.0,452.0,5689.0
5362,National,,,2012,30,All,1.0,2889.0,2890.0,45654.0
5363,State,,North Dakota,2014,6,All,,,11.0,107.0
5364,State,,North Carolina,2010,33,All,,,90.0,1382.0
5365,State,,New York City,2010,25,All,,,93.0,952.0
5366,State,,Indiana,2010,45,All,,,83.0,1154.0
5367,National,,,2014,19,18-64 years,6.0,582.0,588.0,12496.0
5368,State,,New Mexico,2013,31,All,,,22.0,301.0
5369,State,,New Hampshire,2015,25,All,,,18.0,224.0
5370,State,,Texas,2014,19,All,,,283.0,3499.0
5371,State,,West Virginia,2015,7,All,,,42.0,513.0
5372,State,,Colorado,2017,34,All,,,27.0,669.0
5373,State,,New Hampshire,2016,4,All,,,11.0,230.0
5374,State,,Nevada,2013,25,All,,,19.0,369.0
5375,State,,New York,2014,11,All,,,141.0,1905.0
5376,Region,7,,2014,3,All,21.0,249.0,270.0,2685.0
5377,State,,Georgia,2014,30,All,,,73.0,1337.0
5378,Region,10,,2016,20,All,0.0,112.0,112.0,2052.0
5379,State,,Kansas,2010,32,All,,,30.0,434.0
5380,State,,Delaware,2014,27,All,,,6.0,145.0
5381,State,,Utah,2014,8,All,,,22.0,325.0
5382,Region,2,,2014,15,All,15.0,395.0,410.0,4582.0
5383,State,,Kansas,2013,11,All,,,38.0,489.0
5384,State,,West Virginia,2012,27,All,,,20.0,408.0
5386,State,,Kansas,2017,14,All,,,34.0,511.0
5387,State,,Nevada,2011,28,All,,,21.0,361.0
5388,State,,Maryland,2011,31,All,,,51.0,788.0
5389,State,,Louisiana,2015,2,All,,,67.0,1014.0
5390,State,,Maryland,2017,15,All,,,84.0,989.0
5391,State,,North Dakota,2012,9,All,,,11.0,105.0
5392,State,,Illinois,2010,46,All,,,169.0,1955.0
5393,State,,Wyoming,2015,14,All,,,8.0,98.0
5394,National,,,2014,3,18-64 years,301.0,1108.0,1409.0,14048.0
5395,Region,5,,2017,22,All,4.0,477.0,481.0,9005.0
5396,State,,Wisconsin,2012,34,All,,,62.0,896.0
5397,State,,Virginia,2015,2,All,,,189.0,1586.0
5398,State,,Kentucky,2010,11,All,,,86.0,793.0
5399,State,,Virginia,2014,41,All,,,53.0,1184.0
5400,State,,New Hampshire,2012,49,All,,,15.0,206.0
5401,State,,District of Columbia,2015,47,All,,,12.0,106.0
5402,State,,West Virginia,2012,10,All,,,43.0,433.0
5403,State,,Nevada,2010,35,All,,,23.0,325.0
5404,Region,5,,2014,32,All,1.0,491.0,492.0,8148.0
5405,State,,Maine,2013,19,All,,,15.0,262.0
5406,State,,Florida,2015,32,All,,,188.0,3515.0
5407,National,,,2015,18,0-17 years,0.0,16.0,16.0,705.0
5408,State,,Alaska,2011,52,All,,,3.0,71.0
5409,State,,Maine,2011,2,All,,,21.0,298.0
5410,State,,Connecticut,2016,43,All,,,36.0,556.0
5411,State,,Montana,2010,20,All,,,20.0,203.0
5412,State,,Michigan,2015,14,All,,,152.0,1836.0
5413,State,,California,2010,20,All,,,388.0,4411.0
5414,National,,,2014,9,65 years and older,76.0,3124.0,3200.0,37963.0
5415,State,,Idaho,2012,44,All,,,11.0,228.0
5416,State,,Florida,2015,25,All,,,175.0,3564.0
5417,Region,8,,2014,28,All,0.0,69.0,69.0,1431.0
5418,State,,Hawaii,2015,33,All,,,25.0,215.0
5419,Region,2,,2010,35,All,0.0,272.0,272.0,4007.0
5420,State,,Kentucky,2016,11,All,,,102.0,943.0
5421,State,,Alabama,2015,16,All,,,56.0,1017.0
5422,State,,Indiana,2011,3,All,,,93.0,1143.0
5423,State,,New Mexico,2016,37,All,,,24.0,354.0
5424,Region,2,,2015,52,All,0.0,327.0,327.0,4208.0
5425,National,,,2014,23,0-17 years,3.0,13.0,16.0,704.0
5426,State,,New Hampshire,2013,37,All,,,12.0,196.0
5427,State,,Arizona,2010,18,All,,,58.0,850.0
5428,State,,Iowa,2016,45,All,,,43.0,553.0
5429,State,,District of Columbia,2014,2,All,,,5.0,83.0
5430,State,,Wisconsin,2014,24,All,,,56.0,869.0
5431,State,,Mississippi,2011,43,All,,,32.0,547.0
5432,State,,Louisiana,2015,8,All,,,53.0,918.0
5433,State,,California,2014,42,All,,,281.0,4491.0
5434,State,,Florida,2012,7,All,,,209.0,3567.0
5435,State,,Nebraska,2012,17,All,,,28.0,281.0
5436,State,,Massachusetts,2014,44,All,,,93.0,1056.0
5437,State,,Idaho,2017,38,All,,,10.0,283.0
5438,Region,9,,2010,46,All,1.0,510.0,511.0,6153.0
5439,National,,,2015,31,0-17 years,0.0,10.0,10.0,749.0
5440,State,,Alaska,2014,33,All,,,2.0,71.0
5441,State,,Tennessee,2010,50,All,,,122.0,1273.0
5442,State,,Idaho,2011,31,All,,,19.0,211.0
5443,State,,Georgia,2011,38,All,,,91.0,1336.0
5445,State,,Ohio,2017,1,All,,,197.0,2652.0
5446,State,,Oklahoma,2011,37,All,,,53.0,621.0
5448,Region,3,,2011,16,All,1.0,363.0,364.0,4997.0
5449,Region,6,,2010,8,All,7.0,499.0,506.0,5826.0
5450,State,,Missouri,2011,30,All,,,81.0,1028.0
5451,State,,New Jersey,2010,5,All,,,85.0,1344.0
5452,State,,Montana,2014,49,All,,,11.0,170.0
5453,State,,Massachusetts,2013,13,All,,,93.0,1069.0
5454,Region,10,,2016,31,All,0.0,99.0,99.0,1935.0
5455,State,,Hawaii,2010,5,All,,,19.0,204.0
5456,Region,8,,2015,30,All,0.0,74.0,74.0,1523.0
5457,State,,Utah,2010,43,All,,,25.0,268.0
5458,State,,Massachusetts,2015,1,All,,,120.0,1278.0
5459,State,,Indiana,2013,48,All,,,86.0,1186.0
5460,State,,Maine,2016,17,All,,,24.0,257.0
5461,State,,Louisiana,2011,32,All,,,44.0,784.0
5462,State,,Nevada,2015,9,All,,,32.0,453.0
5463,National,,,2010,45,0-17 years,1.0,16.0,17.0,704.0
5464,State,,Alabama,2012,22,All,,,66.0,891.0
5465,State,,Iowa,2015,13,All,,,54.0,620.0
5466,State,,Minnesota,2012,4,All,,,74.0,794.0
5467,State,,Ohio,2011,11,All,,,242.0,2245.0
5468,Region,9,,2011,11,All,20.0,683.0,703.0,6430.0
5469,Region,7,,2011,35,All,1.0,154.0,155.0,2269.0
5470,State,,District of Columbia,2011,41,All,,,10.0,85.0
5471,National,,,2017,10,All,472.0,4223.0,4695.0,57477.0
5472,Region,1,,2012,10,All,0.0,219.0,219.0,2372.0
5473,State,,Nebraska,2011,32,All,,,16.0,288.0
5474,State,,Alabama,2012,13,All,,,62.0,959.0
5475,State,,Rhode Island,2010,41,All,,,15.0,182.0
5476,State,,Massachusetts,2011,7,All,,,147.0,1247.0
5477,State,,Vermont,2012,27,All,,,9.0,112.0
5478,State,,Kansas,2014,20,All,,,29.0,491.0
5480,State,,Illinois,2011,10,All,,,201.0,2086.0
5481,Region,4,,2015,10,All,39.0,1002.0,1041.0,12524.0
5482,State,,South Carolina,2010,29,All,,,40.0,698.0
5483,State,,Georgia,2012,26,All,,,79.0,1359.0
5484,State,,New Hampshire,2010,18,All,,,23.0,210.0
5485,State,,Pennsylvania,2011,16,All,,,151.0,2364.0
5486,State,,New Jersey,2014,8,All,,,124.0,1526.0
5487,Region,10,,2015,23,All,0.0,115.0,115.0,1957.0
5488,National,,,2015,42,All,16.0,3227.0,3243.0,50925.0
5489,State,,West Virginia,2016,43,All,,,31.0,430.0
5490,State,,Alabama,2017,23,All,,,50.0,1010.0
5491,State,,Virginia,2012,37,All,,,78.0,1094.0
5492,State,,Pennsylvania,2012,19,All,,,142.0,2326.0
5493,Region,9,,2017,23,All,5.0,435.0,440.0,6654.0
5494,State,,New Jersey,2017,40,All,,,64.0,1305.0
5495,State,,Vermont,2010,49,All,,,13.0,105.0
5496,State,,North Carolina,2010,44,All,,,116.0,1575.0
5497,State,,New Mexico,2012,25,All,,,14.0,294.0
5498,State,,Arizona,2015,14,All,,,61.0,1036.0
5499,State,,Utah,2012,40,All,,,27.0,323.0
5500,State,,Oregon,2010,26,All,,,28.0,607.0
5501,State,,Nebraska,2010,12,All,,,16.0,292.0
5502,State,,New Mexico,2010,37,All,,,26.0,309.0
5503,State,,District of Columbia,2011,52,All,,,6.0,84.0
5504,State,,Ohio,2015,10,All,,,177.0,2430.0
5505,State,,New Mexico,2015,35,All,,,16.0,298.0
5506,State,,Oklahoma,2013,5,All,,,96.0,858.0
5507,State,,Vermont,2016,29,All,,,8.0,108.0
5508,State,,Alabama,2016,46,All,,,51.0,1016.0
5509,State,,Tennessee,2015,40,All,,,107.0,1256.0
5510,National,,,2011,12,0-17 years,7.0,27.0,34.0,699.0
5511,National,,,2013,17,65 years and older,16.0,2973.0,2989.0,35440.0
5512,State,,Connecticut,2010,50,All,,,47.0,645.0
5513,State,,Utah,2017,51,All,,,27.0,330.0
5514,State,,Maine,2011,17,All,,,21.0,245.0
5515,State,,Hawaii,2011,39,All,,,14.0,164.0
5516,State,,Illinois,2015,33,All,,,125.0,1917.0
5517,State,,New York,2012,12,All,,,131.0,1816.0
5518,Region,5,,2015,17,All,16.0,641.0,657.0,9154.0
5519,State,,Nevada,2015,49,All,,,24.0,507.0
5520,State,,Delaware,2013,29,All,,,10.0,149.0
5521,State,,Louisiana,2010,48,All,,,44.0,822.0
5522,State,,Washington,2017,15,All,,,78.0,1068.0
5523,State,,Connecticut,2012,37,All,,,39.0,474.0
5524,State,,Idaho,2015,37,All,,,14.0,251.0
5525,State,,Connecticut,2011,7,All,,,57.0,652.0
5526,State,,Hawaii,2016,34,All,,,26.0,194.0
5527,State,,District of Columbia,2014,7,All,,,9.0,102.0
5528,State,,West Virginia,2013,33,All,,,27.0,407.0
5529,State,,Indiana,2014,27,All,,,70.0,1113.0
5531,State,,Delaware,2015,51,All,,,7.0,155.0
5532,Region,5,,2014,38,All,1.0,505.0,506.0,8650.0
5533,State,,Alabama,2013,37,All,,,52.0,849.0
5534,State,,Missouri,2017,45,All,,,65.0,1177.0
5535,State,,Utah,2016,38,All,,,27.0,345.0
5536,State,,New Hampshire,2016,47,All,,,12.0,242.0
5537,State,,Louisiana,2014,14,All,,,47.0,829.0
5538,State,,Maryland,2015,27,All,,,59.0,847.0
5539,State,,Massachusetts,2011,21,All,,,91.0,1022.0
5540,State,,Ohio,2017,5,All,,,165.0,2509.0
5541,State,,Virginia,2016,43,All,,,62.0,1274.0
5542,State,,Maryland,2013,31,All,,,45.0,800.0
5543,State,,District of Columbia,2014,13,All,,,3.0,91.0
5544,State,,Oklahoma,2017,21,All,,,68.0,710.0
5545,State,,South Dakota,2010,30,All,,,14.0,126.0
5546,Region,6,,2010,38,All,0.0,332.0,332.0,5167.0
5547,State,,Arkansas,2011,47,All,,,32.0,600.0
5548,State,,New York,2016,43,All,,,128.0,1951.0
5549,State,,Mississippi,2011,3,All,,,46.0,586.0
5550,State,,New York,2011,25,All,,,134.0,1815.0
5551,Region,4,,2010,18,All,5.0,718.0,723.0,10071.0
5552,State,,South Carolina,2012,27,All,,,56.0,805.0
5553,State,,Wisconsin,2016,32,All,,,41.0,978.0
5554,State,,Nevada,2015,41,All,,,27.0,420.0
5555,State,,Ohio,2016,20,All,,,110.0,2190.0
5556,State,,Iowa,2011,43,All,,,37.0,487.0
5557,State,,New York,2011,44,All,,,140.0,1912.0
5559,State,,New York,2013,12,All,,,174.0,1963.0
5560,State,,South Carolina,2015,39,All,,,47.0,863.0
5561,State,,South Dakota,2017,13,All,,,12.0,177.0
5562,National,,,2017,37,18-64 years,1.0,587.0,588.0,13239.0
5563,State,,Oregon,2011,9,All,,,54.0,687.0
5564,National,,,2017,25,All,15.0,2981.0,2996.0,51195.0
5565,State,,New Mexico,2017,14,All,,,22.0,377.0
5566,National,,,2017,13,All,333.0,3887.0,4220.0,55703.0
5567,State,,Illinois,2012,12,All,,,193.0,2035.0
5568,State,,Florida,2014,1,All,,,226.0,3553.0
5569,State,,New Hampshire,2014,12,All,,,20.0,220.0
5570,Region,3,,2011,19,All,0.0,363.0,363.0,5054.0
5571,State,,Utah,2016,28,All,,,21.0,361.0
5572,State,,Ohio,2010,6,All,,,170.0,2267.0
5573,State,,Alaska,2014,14,All,,,4.0,75.0
5574,State,,Virginia,2015,7,All,,,110.0,1420.0
5576,State,,Georgia,2014,8,All,,,103.0,1525.0
5577,Region,6,,2013,7,All,12.0,560.0,572.0,6208.0
5578,State,,California,2010,6,All,,,516.0,4827.0
5579,State,,Illinois,2016,16,All,,,162.0,2095.0
5580,Region,4,,2015,2,All,169.0,1158.0,1327.0,13277.0
5581,State,,Massachusetts,2014,24,All,,,89.0,1040.0
5582,State,,West Virginia,2011,39,All,,,34.0,410.0
5583,State,,Iowa,2015,15,All,,,61.0,582.0
5584,State,,Texas,2017,23,All,,,241.0,3550.0
5585,State,,New Jersey,2017,50,All,,,93.0,1554.0
5586,National,,,2010,28,0-17 years,3.0,16.0,19.0,756.0
5588,State,,Hawaii,2011,50,All,,,12.0,183.0
5589,State,,Arizona,2015,4,All,,,112.0,1252.0
5590,Region,8,,2014,29,All,0.0,79.0,79.0,1422.0
5591,State,,Rhode Island,2013,46,All,,,15.0,201.0
5592,State,,New Jersey,2016,41,All,,,69.0,1361.0
5593,State,,Minnesota,2011,10,All,,,73.0,840.0
5594,State,,Ohio,2017,47,All,,,146.0,2433.0
5595,State,,Texas,2014,30,All,,,192.0,3260.0
5596,State,,Maryland,2012,2,All,,,77.0,817.0
5597,State,,Iowa,2012,40,All,,,33.0,549.0
5598,State,,Wisconsin,2011,42,All,,,68.0,965.0
5600,State,,Pennsylvania,2017,8,All,,,215.0,2875.0
5601,Region,5,,2010,34,All,0.0,503.0,503.0,7910.0
5602,State,,Wyoming,2011,28,All,,,4.0,72.0
5603,State,,Texas,2013,6,All,,,350.0,3689.0
5604,State,,Alabama,2017,48,All,,,69.0,1088.0
5605,State,,Minnesota,2014,3,All,,,73.0,836.0
5606,State,,Texas,2011,49,All,,,268.0,3369.0
5607,State,,New Jersey,2010,18,All,,,84.0,1371.0
5608,Region,8,,2013,28,All,0.0,79.0,79.0,1369.0
5609,Region,8,,2010,42,All,0.0,90.0,90.0,1316.0
5610,State,,Arkansas,2016,4,All,,,55.0,632.0
5611,State,,Kentucky,2010,31,All,,,47.0,760.0
5612,Region,3,,2015,44,All,2.0,344.0,346.0,5410.0
5613,State,,South Carolina,2012,10,All,,,64.0,851.0
5614,National,,,2013,40,65 years and older,0.0,2598.0,2598.0,34611.0
5615,State,,Missouri,2015,41,All,,,61.0,1084.0
5616,State,,Illinois,2015,47,All,,,146.0,2067.0
5617,Region,7,,2013,15,All,1.0,170.0,171.0,2424.0
5618,State,,Ohio,2012,3,All,,,211.0,2309.0
5619,State,,Tennessee,2015,41,All,,,85.0,1236.0
5620,State,,Illinois,2013,29,All,,,133.0,1975.0
5621,State,,New Mexico,2014,31,All,,,16.0,300.0
5622,State,,North Dakota,2013,20,All,,,9.0,116.0
5623,State,,Montana,2013,32,All,,,9.0,165.0
5624,State,,Connecticut,2017,37,All,,,48.0,589.0
5625,Region,4,,2013,46,All,8.0,705.0,713.0,11068.0
5626,State,,Louisiana,2012,12,All,,,43.0,709.0
5627,State,,Colorado,2012,8,All,,,51.0,690.0
5628,State,,Delaware,2016,20,All,,,13.0,148.0
5629,State,,Wyoming,2012,43,All,,,3.0,94.0
5631,State,,Louisiana,2015,37,All,,,34.0,807.0
5632,State,,Rhode Island,2017,14,All,,,23.0,203.0
5633,State,,North Carolina,2010,13,All,,,166.0,1567.0
5634,State,,Minnesota,2016,20,All,,,56.0,794.0
5635,State,,New York City,2012,16,All,,,119.0,1034.0
5636,State,,Arizona,2014,52,All,,,53.0,1017.0
5637,State,,Oklahoma,2014,21,All,,,57.0,700.0
5638,State,,Nebraska,2010,43,All,,,26.0,286.0
5639,State,,South Dakota,2010,43,All,,,18.0,145.0
5640,State,,Virginia,2017,6,All,,,96.0,1492.0
5641,Region,6,,2010,5,All,7.0,491.0,498.0,5732.0
5642,Region,6,,2015,35,All,0.0,302.0,302.0,5682.0
5643,National,,,2011,5,18-64 years,34.0,796.0,830.0,12883.0
5644,State,,Nevada,2017,44,All,,,29.0,462.0
5645,State,,Connecticut,2014,53,All,,,43.0,613.0
5646,State,,South Dakota,2017,20,All,,,10.0,129.0
5647,State,,South Dakota,2016,37,All,,,9.0,152.0
5648,State,,West Virginia,2017,49,All,,,35.0,460.0
5649,State,,Massachusetts,2012,21,All,,,80.0,961.0
5650,State,,Alaska,2017,3,All,,,4.0,102.0
5651,State,,Kentucky,2011,35,All,,,68.0,793.0
5652,State,,Colorado,2014,19,All,,,34.0,696.0
5653,State,,Indiana,2014,17,All,,,95.0,1164.0
5654,State,,Vermont,2013,46,All,,,7.0,108.0
5655,State,,Connecticut,2016,14,All,,,43.0,647.0
5656,State,,Arkansas,2011,17,All,,,43.0,554.0
5657,State,,Georgia,2015,44,All,,,90.0,1571.0
5658,State,,Colorado,2013,41,All,,,51.0,677.0
5659,State,,Arkansas,2012,36,All,,,37.0,578.0
5660,State,,Arkansas,2011,1,All,,,65.0,658.0
5661,State,,California,2011,21,All,,,416.0,4422.0
5662,State,,Oklahoma,2013,14,All,,,66.0,734.0
5663,State,,Georgia,2015,26,All,,,74.0,1415.0
5664,Region,8,,2010,29,All,0.0,102.0,102.0,1360.0
5665,State,,Hawaii,2017,20,All,,,32.0,234.0
5666,State,,Oregon,2017,52,All,,,62.0,792.0
5667,State,,Rhode Island,2012,49,All,,,12.0,175.0
5668,State,,Michigan,2011,2,All,,,140.0,1778.0
5669,State,,North Dakota,2014,50,All,,,12.0,118.0
5670,State,,Illinois,2010,49,All,,,160.0,2040.0
5671,State,,Connecticut,2015,41,All,,,32.0,567.0
5672,State,,Nebraska,2011,1,All,,,30.0,331.0
5673,State,,Iowa,2016,18,All,,,38.0,569.0
5674,Region,9,,2016,15,All,21.0,540.0,561.0,6859.0
5675,State,,Iowa,2012,11,All,,,75.0,590.0
5676,Region,1,,2011,24,All,1.0,191.0,192.0,2294.0
5677,State,,Vermont,2017,29,All,,,5.0,98.0
5678,National,,,2015,45,0-17 years,0.0,15.0,15.0,659.0
5679,State,,West Virginia,2011,16,All,,,33.0,424.0
5680,State,,Montana,2012,37,All,,,12.0,176.0
5681,State,,Alaska,2012,50,All,,,5.0,73.0
5682,State,,District of Columbia,2011,15,All,,,5.0,96.0
5683,State,,Louisiana,2016,1,All,,,53.0,867.0
5684,State,,Pennsylvania,2013,9,All,,,197.0,2707.0
5685,State,,Pennsylvania,2015,6,All,,,269.0,2956.0
5687,Region,2,,2010,36,All,1.0,288.0,289.0,3883.0
5688,State,,Massachusetts,2013,8,All,,,108.0,1119.0
5689,State,,South Dakota,2018,15,All,,,14.0,162.0
5690,State,,Iowa,2012,6,All,,,37.0,549.0
5691,State,,Louisiana,2014,19,All,,,42.0,868.0
5692,State,,Georgia,2014,37,All,,,72.0,1362.0
5693,State,,South Carolina,2013,3,All,,,98.0,913.0
5694,State,,Missouri,2017,13,All,,,97.0,1218.0
5695,State,,Texas,2013,47,All,,,258.0,3465.0
5696,Region,8,,2013,31,All,0.0,84.0,84.0,1406.0
5697,State,,North Dakota,2014,27,All,,,7.0,105.0
5698,State,,Connecticut,2017,39,All,,,32.0,537.0
5699,State,,Missouri,2013,36,All,,,58.0,1007.0
5700,State,,Utah,2013,23,All,,,19.0,327.0
5701,State,,North Carolina,2016,22,All,,,137.0,1675.0
5702,State,,Maine,2013,10,All,,,19.0,257.0
5703,Region,2,,2016,40,All,3.0,289.0,292.0,4275.0
5704,State,,Mississippi,2014,14,All,,,48.0,580.0
5705,State,,Ohio,2017,2,All,,,173.0,2696.0
5706,Region,4,,2017,13,All,71.0,867.0,938.0,12653.0
5707,State,,Massachusetts,2016,47,All,,,87.0,1118.0
5708,State,,Indiana,2016,11,All,,,124.0,1275.0
5709,State,,Maine,2013,8,All,,,23.0,261.0
5710,State,,North Carolina,2017,4,All,,,174.0,1905.0
5711,State,,Alabama,2010,15,All,,,75.0,881.0
5712,State,,Massachusetts,2013,17,All,,,101.0,1050.0
5713,Region,9,,2014,15,All,6.0,504.0,510.0,6412.0
5714,State,,Oregon,2013,2,All,,,55.0,739.0
5715,Region,6,,2012,40,All,1.0,365.0,366.0,5711.0
5716,State,,Maryland,2010,27,All,,,48.0,764.0
5717,State,,Ohio,2014,27,All,,,112.0,1899.0
5718,State,,Maine,2011,40,All,,,16.0,280.0
5719,State,,California,2014,33,All,,,340.0,4534.0
5720,Region,10,,2014,5,All,8.0,171.0,179.0,1981.0
5721,State,,Hawaii,2011,30,All,,,13.0,192.0
5722,State,,Nevada,2013,29,All,,,19.0,376.0
5723,State,,District of Columbia,2011,31,All,,,3.0,79.0
5724,State,,Pennsylvania,2011,43,All,,,161.0,2457.0
5725,State,,Missouri,2013,13,All,,,98.0,1131.0
5726,State,,Missouri,2013,33,All,,,66.0,1054.0
5727,State,,Georgia,2014,4,All,,,127.0,1676.0
5729,State,,Texas,2017,11,All,,,310.0,3920.0
5730,Region,6,,2017,51,All,63.0,571.0,634.0,7513.0
5731,State,,Wyoming,2016,45,All,,,7.0,82.0
5732,State,,Maine,2010,19,All,,,18.0,223.0
5733,State,,California,2013,19,All,,,384.0,4562.0
5734,State,,Vermont,2013,37,All,,,3.0,95.0
5735,State,,Oklahoma,2012,36,All,,,47.0,710.0
5737,National,,,2011,13,All,79.0,4182.0,4261.0,49442.0
5738,National,,,2015,28,All,7.0,3032.0,3039.0,49254.0
5739,State,,Arkansas,2014,20,All,,,26.0,538.0
5740,State,,New Jersey,2016,4,All,,,92.0,1493.0
5741,State,,Kentucky,2015,4,All,,,113.0,943.0
5742,State,,Illinois,2012,21,All,,,129.0,1927.0
5743,State,,Florida,2017,11,All,,,261.0,3931.0
5744,Region,6,,2012,17,All,3.0,382.0,385.0,5614.0
5745,Region,5,,2011,15,All,14.0,743.0,757.0,8759.0
5746,National,,,2012,37,65 years and older,0.0,2583.0,2583.0,33464.0
5747,State,,Arizona,2013,50,All,,,58.0,1081.0
5748,Region,8,,2014,39,All,0.0,102.0,102.0,1477.0
5749,State,,North Dakota,2012,47,All,,,12.0,114.0
5750,State,,Idaho,2012,1,All,,,19.0,215.0
5751,State,,Michigan,2010,3,All,,,137.0,1690.0
5752,State,,Florida,2013,40,All,,,178.0,3307.0
5753,State,,Florida,2012,39,All,,,165.0,3235.0
5754,State,,Michigan,2012,13,All,,,149.0,1726.0
5755,State,,Florida,2017,9,All,,,257.0,3950.0
5756,State,,New York,2011,7,All,,,206.0,1996.0
5757,State,,Oregon,2016,18,All,,,42.0,700.0
5758,State,,Kansas,2013,13,All,,,32.0,482.0
5759,National,,,2013,36,0-17 years,0.0,11.0,11.0,692.0
5760,National,,,2016,27,0-17 years,1.0,8.0,9.0,671.0
5761,State,,Alaska,2010,28,All,,,2.0,63.0
5762,State,,North Carolina,2013,27,All,,,106.0,1543.0
5763,State,,Indiana,2011,51,All,,,87.0,1125.0
5764,State,,Ohio,2015,42,All,,,128.0,2227.0
5765,State,,Vermont,2011,52,All,,,9.0,92.0
5766,State,,Vermont,2017,2,All,,,11.0,127.0
5767,State,,South Dakota,2016,13,All,,,8.0,155.0
5768,State,,Nebraska,2014,45,All,,,17.0,320.0
5769,National,,,2016,49,65 years and older,25.0,2942.0,2967.0,40671.0
5770,National,,,2015,14,0-17 years,3.0,16.0,19.0,686.0
